""	"SHS-1-1-HS0hr"	"SHS-1-2-HS48hr"	"SHS-1-3-HS72hr"	"SHS-1-8-Sa"	"SHS-1-9-Aly"	"SHS-2-1-HS0hr"	"SHS-2-2-HS48hr"	"SHS-2-3-HS72hr"	"SHS-2-8-Sa"	"SHS-2-9-Aly"
"FBgn0000277"	2.95132718836325	1.67182580722585	2.17707928919266	3.86732328168886	0.670404497737317	2.67672873414842	1.56387153630516	3.52443440353981	4.03780566746922	2.15837883101343
"FBgn0000279"	4.01442330458718	3.63517341634345	2.33162035092237	3.84864792784271	0.889129306691557	3.95587734315214	2.66534533170634	2.73356670448797	4.68356079487781	2.71382938393959
"FBgn0000283"	13.1494627731992	12.0099892978977	11.2623167491958	10.9936256300397	11.8419963144589	13.1386009503043	12.0196243087152	11.2299364104514	10.9824847785242	11.8276451338151
"FBgn0000286"	9.16234958519766	9.63537523727141	8.91007289440498	9.8123292488989	9.66831473393147	9.2290034988067	9.56447205956716	9.01170924033039	9.86556254247519	9.69297509885755
"FBgn0000287"	2.36106984846197	3.81290588025695	7.62453706135986	8.10554567495598	4.47052830551596	3.29084198662332	4.35832702418845	7.45773984402959	8.25236103619121	3.62862261953508
"FBgn0000289"	12.1818178120653	12.4827816516814	11.7285719084321	11.4741862598758	12.0829469192299	12.203642319115	12.5077366109714	11.7116723038792	11.4876722384238	12.0928869988745
"FBgn0000299"	13.5310194156271	12.4088211638523	11.6493679943606	12.2252873422022	9.94728087448363	13.568748563146	12.4553218557531	11.583691625523	12.2285969069339	9.90775107428991
"FBgn0000303"	2.05917332849492	2.64582022496254	5.39792763448534	4.41814740326087	2.14251474014712	1.94316980250451	2.81006947930012	5.51230965989832	3.46591116663906	2.29464036172762
"FBgn0000307"	12.5447004831319	11.1412119387295	10.1955717266815	10.1733554993881	11.0701254471215	12.484586972708	11.1025194304749	10.117291830118	10.1010733602601	11.0868221801306
"FBgn0000308"	14.7423591046776	13.5801479220577	13.0368449109745	13.3058094182611	13.3769755297527	14.6795728197624	13.5307541256164	13.0231910880171	13.2264877920548	13.3194722814395
"FBgn0000316"	10.4248493988053	10.139350195808	9.69002919138947	10.0598766131923	10.6661489831292	10.3771392226007	10.1056715677213	9.77650677438344	10.1327045695022	10.6214535786726
"FBgn0000317"	10.9079746107774	8.90297850362193	9.06673143407783	9.00457612598402	9.15411470611371	10.8900643192091	8.83144872108674	9.12330018118586	9.07332754762659	9.14702465996489
"FBgn0000318"	12.912760083935	13.1880599602575	13.2495467128558	12.8352811851644	12.8824634301219	12.9105550681611	13.2422631987984	13.2594398547162	12.8748848071663	12.9031172128174
"FBgn0000319"	13.1338769013049	12.5282296239955	12.3997607603159	12.5607960792032	12.2752360404062	13.1391598188285	12.5389133657493	12.3766440717043	12.5260359251656	12.27464814023
"FBgn0000320"	10.1299491182053	10.6532947926464	10.9321157591236	10.1884072921701	10.2582321021901	10.1074177672443	10.594432896343	11.06546649096	10.1736526346067	10.2425973924936
"FBgn0000326"	8.33206764177239	7.055433702728	7.00869972883617	6.19009397293149	7.57738406318806	8.46039345400109	7.00562867567784	6.79416381904528	6.06296190693554	7.26618947851028
"FBgn0000330"	7.17626641779223	7.18547823958324	7.12843594824945	8.16006973996921	8.15545885727239	7.01542995981836	7.23604945544426	7.15879342376439	7.87256148444903	8.11696729352894
